app,func,end_timestamp,duration,arrival_time,trace_id,arrival_time_norm,func_id,arrival_time_hr
734272c01926d19690e5ec308bab64ef97950b75b1c7582283e0783fce1751d8,313c03f53a0d31f70aec25f62efb33e7dd779725ca4af579018452d1204beaad,43208.39945888519,8.391,0.008458885189611465,3,0.008458885189611465,googlenet,2.349690330447629e-06
85479ef37b5dc75dd5aeca3bab499129b97a134dac5d740d2c68941de9d63031,1f33077bb2db73fd76a51e40e43f20173e3f038dd3f3705551751cf7724c3c40,849614.4659368992,14.448,0.017936899210326374,59,0.017936899210326374,alexnet,4.9824720028684375e-06
17c37a0fdd5d1932b755c0e6447137bc08fd524f455e14fdac414f584de08dc5,c9f8e30e36d1aef62c10b3cfca6e289a93848a148d876dd514753040314f4817,748801.5118370056,0.012,1.4998370056273416,52,1.4998370056273416,resnet50,0.00041662139045203935
734272c01926d19690e5ec308bab64ef97950b75b1c7582283e0783fce1751d8,556ccf8758c8c2a20082c161e955405e950439f0503522fe129e709a5dc0e58f,43266.7919819355,50.756,16.035981935499876,3,16.035981935499876,inception,0.004454439426527744
734272c01926d19690e5ec308bab64ef97950b75b1c7582283e0783fce1751d8,556ccf8758c8c2a20082c161e955405e950439f0503522fe129e709a5dc0e58f,43258.735213041306,42.699,16.036213041305018,3,16.036213041305018,inception,0.004454503622584727
734272c01926d19690e5ec308bab64ef97950b75b1c7582283e0783fce1751d8,9b61fd55aa093a2d172db1a68a60af5cf6cbfa7f5ea1fbc71846027a5954616d,748825.8998479843,0.231,25.668847984285094,52,25.668847984285094,bert,0.007130235551190304
734272c01926d19690e5ec308bab64ef97950b75b1c7582283e0783fce1751d8,9b61fd55aa093a2d172db1a68a60af5cf6cbfa7f5ea1fbc71846027a5954616d,748825.9098629951,0.24,25.66986299515702,52,25.66986299515702,bert,0.007130517498654727
734272c01926d19690e5ec308bab64ef97950b75b1c7582283e0783fce1751d8,9b61fd55aa093a2d172db1a68a60af5cf6cbfa7f5ea1fbc71846027a5954616d,748825.8602099419,0.189,25.671209941850975,52,25.671209941850975,bert,0.007130891650514159
734272c01926d19690e5ec308bab64ef97950b75b1c7582283e0783fce1751d8,9b61fd55aa093a2d172db1a68a60af5cf6cbfa7f5ea1fbc71846027a5954616d,748826.527518034,0.856,25.671518033952452,52,25.671518033952452,bert,0.007130977231653459
734272c01926d19690e5ec308bab64ef97950b75b1c7582283e0783fce1751d8,9b61fd55aa093a2d172db1a68a60af5cf6cbfa7f5ea1fbc71846027a5954616d,748826.1306018829,0.459,25.671601882902905,52,25.671601882902905,bert,0.007131000523028585
734272c01926d19690e5ec308bab64ef97950b75b1c7582283e0783fce1751d8,9b61fd55aa093a2d172db1a68a60af5cf6cbfa7f5ea1fbc71846027a5954616d,748826.6269869804,0.954,25.672986980411224,52,25.672986980411224,bert,0.007131385272336451
