app,func,end_timestamp,duration,arrival_time,trace_id,arrival_time_norm,func_id,arrival_time_hr
68d84244f6a3c212c69884d292b01a04ade8573f6c7b7407e39e0c44fd8e659e,ca8b2d1318a114f0efef6accb358b8cace2a39a81a2f7847234bc0180a0c65eb,1022400.1182909012,0.109,0.009290901129134,71,0.009290901129134,resnet50,2.580805869203889e-06
f8a0e46efc7202b8d1ce896a4e0919f3b3e6d496c244a3a4c5b74ef135416264,8d17c87072bc8c74616a437e888ded668d9ee836df0c328c2347331a1313c096,820801.8571970463,0.034,1.8231970462948084,57,1.8231970462948084,efficientnet,0.0005064436239707801
f8a0e46efc7202b8d1ce896a4e0919f3b3e6d496c244a3a4c5b74ef135416264,8d17c87072bc8c74616a437e888ded668d9ee836df0c328c2347331a1313c096,820921.9906549454,0.019,121.9716549454024,57,121.9716549454024,efficientnet,0.03388101526261178
96149d3ed4f00afb92f12856101e693e93c4683f030ae6ca6ebfbb7ba5a2a345,e5298aafdbabecd1465ab0eeb24d7633ac7de0284f7ee075209b119c297a3622,1022562.1071059704,0.012,162.0951059703948,71,162.0951059703948,bert,0.04502641832510967
96149d3ed4f00afb92f12856101e693e93c4683f030ae6ca6ebfbb7ba5a2a345,e5298aafdbabecd1465ab0eeb24d7633ac7de0284f7ee075209b119c297a3622,1022562.6632349492,0.01,162.65323494921904,71,162.65323494921904,bert,0.04518145415256084
96149d3ed4f00afb92f12856101e693e93c4683f030ae6ca6ebfbb7ba5a2a345,e5298aafdbabecd1465ab0eeb24d7633ac7de0284f7ee075209b119c297a3622,1022562.7385499476,0.011,162.72754994756542,71,162.72754994756542,bert,0.04520209720765706
96149d3ed4f00afb92f12856101e693e93c4683f030ae6ca6ebfbb7ba5a2a345,e5298aafdbabecd1465ab0eeb24d7633ac7de0284f7ee075209b119c297a3622,1022576.9112091064,0.013,176.89820910640992,71,176.89820910640992,bert,0.049138391418447204
68d84244f6a3c212c69884d292b01a04ade8573f6c7b7407e39e0c44fd8e659e,ca8b2d1318a114f0efef6accb358b8cace2a39a81a2f7847234bc0180a0c65eb,1022580.6232359408,0.607,180.01623594085686,71,180.01623594085686,resnet50,0.05000450998357135
96149d3ed4f00afb92f12856101e693e93c4683f030ae6ca6ebfbb7ba5a2a345,e5298aafdbabecd1465ab0eeb24d7633ac7de0284f7ee075209b119c297a3622,1022587.2204511166,0.017,187.20345111656934,71,187.20345111656934,bert,0.05200095864349148
96149d3ed4f00afb92f12856101e693e93c4683f030ae6ca6ebfbb7ba5a2a345,e5298aafdbabecd1465ab0eeb24d7633ac7de0284f7ee075209b119c297a3622,1022587.3879330158,0.026,187.361933015869,71,187.361933015869,bert,0.05204498139329694
96149d3ed4f00afb92f12856101e693e93c4683f030ae6ca6ebfbb7ba5a2a345,e5298aafdbabecd1465ab0eeb24d7633ac7de0284f7ee075209b119c297a3622,1022591.1319279672,0.013,191.11892796715256,71,191.11892796715256,bert,0.05308859110198682
96149d3ed4f00afb92f12856101e693e93c4683f030ae6ca6ebfbb7ba5a2a345,e5298aafdbabecd1465ab0eeb24d7633ac7de0284f7ee075209b119c297a3622,1022598.4722559452,0.011,198.46125594514888,71,198.46125594514888,bert,0.05512812665143024
96149d3ed4f00afb92f12856101e693e93c4683f030ae6ca6ebfbb7ba5a2a345,e5298aafdbabecd1465ab0eeb24d7633ac7de0284f7ee075209b119c297a3622,1022602.4193410872,0.012,202.407341087237,71,202.407341087237,bert,0.05622426141312139
96149d3ed4f00afb92f12856101e693e93c4683f030ae6ca6ebfbb7ba5a2a345,e5298aafdbabecd1465ab0eeb24d7633ac7de0284f7ee075209b119c297a3622,1022604.1914739608,0.01,204.18147396075074,71,204.18147396075074,bert,0.05671707610020854
96149d3ed4f00afb92f12856101e693e93c4683f030ae6ca6ebfbb7ba5a2a345,e5298aafdbabecd1465ab0eeb24d7633ac7de0284f7ee075209b119c297a3622,1022605.963185072,0.011,205.95218507188838,71,205.95218507188838,bert,0.05720894029774677
96149d3ed4f00afb92f12856101e693e93c4683f030ae6ca6ebfbb7ba5a2a345,e5298aafdbabecd1465ab0eeb24d7633ac7de0284f7ee075209b119c297a3622,1022610.8618240356,0.013,210.84882403560914,71,210.84882403560914,bert,0.058569117787669205
96149d3ed4f00afb92f12856101e693e93c4683f030ae6ca6ebfbb7ba5a2a345,e5298aafdbabecd1465ab0eeb24d7633ac7de0284f7ee075209b119c297a3622,1022613.646105051,0.013,213.63310505100526,71,213.63310505100526,bert,0.0593425291808348
96149d3ed4f00afb92f12856101e693e93c4683f030ae6ca6ebfbb7ba5a2a345,e5298aafdbabecd1465ab0eeb24d7633ac7de0284f7ee075209b119c297a3622,1022613.7488629818,0.01,213.73886298178695,71,213.73886298178695,bert,0.059371906383829706
96149d3ed4f00afb92f12856101e693e93c4683f030ae6ca6ebfbb7ba5a2a345,e5298aafdbabecd1465ab0eeb24d7633ac7de0284f7ee075209b119c297a3622,1022617.576855898,0.011,217.56585589796305,71,217.56585589796305,bert,0.060434959971656405
96149d3ed4f00afb92f12856101e693e93c4683f030ae6ca6ebfbb7ba5a2a345,e5298aafdbabecd1465ab0eeb24d7633ac7de0284f7ee075209b119c297a3622,1022618.4832088948,0.014,218.46920889487956,71,218.46920889487956,bert,0.060685891359688764
96149d3ed4f00afb92f12856101e693e93c4683f030ae6ca6ebfbb7ba5a2a345,e5298aafdbabecd1465ab0eeb24d7633ac7de0284f7ee075209b119c297a3622,1022618.692137003,0.081,218.61113700293936,71,218.61113700293936,bert,0.06072531583414982
96149d3ed4f00afb92f12856101e693e93c4683f030ae6ca6ebfbb7ba5a2a345,e5298aafdbabecd1465ab0eeb24d7633ac7de0284f7ee075209b119c297a3622,1022623.447197914,0.012,223.43519791401923,71,223.43519791401923,bert,0.06206533275389423
96149d3ed4f00afb92f12856101e693e93c4683f030ae6ca6ebfbb7ba5a2a345,e5298aafdbabecd1465ab0eeb24d7633ac7de0284f7ee075209b119c297a3622,1022629.1368858814,0.026,229.11088588146959,71,229.11088588146959,bert,0.06364191274485266
96149d3ed4f00afb92f12856101e693e93c4683f030ae6ca6ebfbb7ba5a2a345,e5298aafdbabecd1465ab0eeb24d7633ac7de0284f7ee075209b119c297a3622,1022632.1513700484,0.04,232.11137004836928,71,232.11137004836928,bert,0.06447538056899146
96149d3ed4f00afb92f12856101e693e93c4683f030ae6ca6ebfbb7ba5a2a345,e5298aafdbabecd1465ab0eeb24d7633ac7de0284f7ee075209b119c297a3622,1022634.6690149308,0.042,234.62701493082568,71,234.62701493082568,bert,0.06517417081411825
f8a0e46efc7202b8d1ce896a4e0919f3b3e6d496c244a3a4c5b74ef135416264,8d17c87072bc8c74616a437e888ded668d9ee836df0c328c2347331a1313c096,821042.0640978813,0.022,242.04209788131993,57,242.04209788131993,efficientnet,0.06723391607814443
96149d3ed4f00afb92f12856101e693e93c4683f030ae6ca6ebfbb7ba5a2a345,e5298aafdbabecd1465ab0eeb24d7633ac7de0284f7ee075209b119c297a3622,1022678.3647289276,0.01,278.354728927603,71,278.354728927603,bert,0.07732075803544528
96149d3ed4f00afb92f12856101e693e93c4683f030ae6ca6ebfbb7ba5a2a345,e5298aafdbabecd1465ab0eeb24d7633ac7de0284f7ee075209b119c297a3622,1022678.4601669312,0.015,278.4451669311384,71,278.4451669311384,bert,0.07734587970309399
96149d3ed4f00afb92f12856101e693e93c4683f030ae6ca6ebfbb7ba5a2a345,e5298aafdbabecd1465ab0eeb24d7633ac7de0284f7ee075209b119c297a3622,1022690.397135973,0.023,290.374135972932,71,290.374135972932,bert,0.08065948221470333
96149d3ed4f00afb92f12856101e693e93c4683f030ae6ca6ebfbb7ba5a2a345,e5298aafdbabecd1465ab0eeb24d7633ac7de0284f7ee075209b119c297a3622,1022714.9543890952,0.012,314.9423890952021,71,314.9423890952021,bert,0.08748399697088947
96149d3ed4f00afb92f12856101e693e93c4683f030ae6ca6ebfbb7ba5a2a345,e5298aafdbabecd1465ab0eeb24d7633ac7de0284f7ee075209b119c297a3622,1022726.3457570076,0.012,326.333757007611,71,326.333757007611,bert,0.0906482658354475
68d84244f6a3c212c69884d292b01a04ade8573f6c7b7407e39e0c44fd8e659e,ca8b2d1318a114f0efef6accb358b8cace2a39a81a2f7847234bc0180a0c65eb,1022760.131253004,0.109,360.02225300390273,71,360.02225300390273,resnet50,0.10000618138997298
f8a0e46efc7202b8d1ce896a4e0919f3b3e6d496c244a3a4c5b74ef135416264,8d17c87072bc8c74616a437e888ded668d9ee836df0c328c2347331a1313c096,821161.8803319931,0.021,361.8593319931533,57,361.8593319931533,efficientnet,0.10051648110920926
96149d3ed4f00afb92f12856101e693e93c4683f030ae6ca6ebfbb7ba5a2a345,e5298aafdbabecd1465ab0eeb24d7633ac7de0284f7ee075209b119c297a3622,1022782.982049942,0.039,382.94304994202685,71,382.94304994202685,bert,0.1063730694283408
96149d3ed4f00afb92f12856101e693e93c4683f030ae6ca6ebfbb7ba5a2a345,e5298aafdbabecd1465ab0eeb24d7633ac7de0284f7ee075209b119c297a3622,1022783.0506110193,0.092,382.95861101930495,71,382.95861101930495,bert,0.10637739194980693
96149d3ed4f00afb92f12856101e693e93c4683f030ae6ca6ebfbb7ba5a2a345,e5298aafdbabecd1465ab0eeb24d7633ac7de0284f7ee075209b119c297a3622,1022783.558991909,0.049,383.50999190902803,71,383.50999190902803,bert,0.10653055330806334
96149d3ed4f00afb92f12856101e693e93c4683f030ae6ca6ebfbb7ba5a2a345,e5298aafdbabecd1465ab0eeb24d7633ac7de0284f7ee075209b119c297a3622,1022811.2012970448,0.053,411.1482970447978,71,411.1482970447978,bert,0.1142078602902216
96149d3ed4f00afb92f12856101e693e93c4683f030ae6ca6ebfbb7ba5a2a345,e5298aafdbabecd1465ab0eeb24d7633ac7de0284f7ee075209b119c297a3622,1022811.3618080616,0.012,411.34980806161184,71,411.34980806161184,bert,0.11426383557266996
96149d3ed4f00afb92f12856101e693e93c4683f030ae6ca6ebfbb7ba5a2a345,e5298aafdbabecd1465ab0eeb24d7633ac7de0284f7ee075209b119c297a3622,1022816.6231410505,0.129,416.494141050498,71,416.494141050498,bert,0.11569281695847167
96149d3ed4f00afb92f12856101e693e93c4683f030ae6ca6ebfbb7ba5a2a345,e5298aafdbabecd1465ab0eeb24d7633ac7de0284f7ee075209b119c297a3622,1022816.8643550872,0.061,416.8033550871769,71,416.8033550871769,bert,0.11577870974643803
96149d3ed4f00afb92f12856101e693e93c4683f030ae6ca6ebfbb7ba5a2a345,e5298aafdbabecd1465ab0eeb24d7633ac7de0284f7ee075209b119c297a3622,1022824.237673998,0.013,424.22467399796005,71,424.22467399796005,bert,0.11784018722165557
96149d3ed4f00afb92f12856101e693e93c4683f030ae6ca6ebfbb7ba5a2a345,e5298aafdbabecd1465ab0eeb24d7633ac7de0284f7ee075209b119c297a3622,1022824.4984650612,0.024,424.47446506121196,71,424.47446506121196,bert,0.11790957362811444
96149d3ed4f00afb92f12856101e693e93c4683f030ae6ca6ebfbb7ba5a2a345,e5298aafdbabecd1465ab0eeb24d7633ac7de0284f7ee075209b119c297a3622,1022824.5781030656,0.064,424.5141030655941,71,424.5141030655941,bert,0.11792058418488725
96149d3ed4f00afb92f12856101e693e93c4683f030ae6ca6ebfbb7ba5a2a345,e5298aafdbabecd1465ab0eeb24d7633ac7de0284f7ee075209b119c297a3622,1022828.7959370612,0.062,428.73393706115894,71,428.73393706115894,bert,0.11909276029476637
96149d3ed4f00afb92f12856101e693e93c4683f030ae6ca6ebfbb7ba5a2a345,e5298aafdbabecd1465ab0eeb24d7633ac7de0284f7ee075209b119c297a3622,1022830.5122790335,0.049,430.4632790335454,71,430.4632790335454,bert,0.11957313306487373
96149d3ed4f00afb92f12856101e693e93c4683f030ae6ca6ebfbb7ba5a2a345,e5298aafdbabecd1465ab0eeb24d7633ac7de0284f7ee075209b119c297a3622,1022851.447304964,0.074,451.3733049639268,71,451.3733049639268,bert,0.12538147360109078
96149d3ed4f00afb92f12856101e693e93c4683f030ae6ca6ebfbb7ba5a2a345,e5298aafdbabecd1465ab0eeb24d7633ac7de0284f7ee075209b119c297a3622,1022855.8887200356,0.017,455.87172003556043,71,455.87172003556043,bert,0.12663103334321124
f8a0e46efc7202b8d1ce896a4e0919f3b3e6d496c244a3a4c5b74ef135416264,8d17c87072bc8c74616a437e888ded668d9ee836df0c328c2347331a1313c096,821281.9439558983,0.019,481.9249558983138,57,481.9249558983138,efficientnet,0.13386804330508717
c8c43e1a911f29e5506460a2fbef61ff39723d672f3b3b67d12d4c236c6872f7,653cdbc309bc359f3289d3b4df21c4a8e478d22946b35cbfdab05377dcacd3e0,1022934.9244909286,3.906,531.0184909286909,71,531.0184909286909,distilgpt2,0.1475051363690808
68d84244f6a3c212c69884d292b01a04ade8573f6c7b7407e39e0c44fd8e659e,ca8b2d1318a114f0efef6accb358b8cace2a39a81a2f7847234bc0180a0c65eb,1022940.1314470768,0.102,540.0294470768422,71,540.0294470768422,resnet50,0.15000817974356728
96149d3ed4f00afb92f12856101e693e93c4683f030ae6ca6ebfbb7ba5a2a345,e5298aafdbabecd1465ab0eeb24d7633ac7de0284f7ee075209b119c297a3622,1022956.1434760094,0.014,556.1294760094024,71,556.1294760094024,bert,0.15448041000261178
f8a0e46efc7202b8d1ce896a4e0919f3b3e6d496c244a3a4c5b74ef135416264,8d17c87072bc8c74616a437e888ded668d9ee836df0c328c2347331a1313c096,821402.3707559109,0.027,602.3437559108716,57,602.3437559108716,efficientnet,0.1673177099752421
96149d3ed4f00afb92f12856101e693e93c4683f030ae6ca6ebfbb7ba5a2a345,e5298aafdbabecd1465ab0eeb24d7633ac7de0284f7ee075209b119c297a3622,1023007.7403008938,0.011,607.7293008937268,71,607.7293008937268,bert,0.16881369469270188
96149d3ed4f00afb92f12856101e693e93c4683f030ae6ca6ebfbb7ba5a2a345,e5298aafdbabecd1465ab0eeb24d7633ac7de0284f7ee075209b119c297a3622,1023009.3272309304,0.01,609.3172309304355,71,609.3172309304355,bert,0.1692547863695654
96149d3ed4f00afb92f12856101e693e93c4683f030ae6ca6ebfbb7ba5a2a345,e5298aafdbabecd1465ab0eeb24d7633ac7de0284f7ee075209b119c297a3622,1023011.1989519596,0.016,611.1829519596649,71,611.1829519596649,bert,0.16977304221101805
96149d3ed4f00afb92f12856101e693e93c4683f030ae6ca6ebfbb7ba5a2a345,e5298aafdbabecd1465ab0eeb24d7633ac7de0284f7ee075209b119c297a3622,1023030.0755729676,0.013,630.0625729676103,71,630.0625729676103,bert,0.17501738137989176
96149d3ed4f00afb92f12856101e693e93c4683f030ae6ca6ebfbb7ba5a2a345,e5298aafdbabecd1465ab0eeb24d7633ac7de0284f7ee075209b119c297a3622,1023032.556395054,0.013,632.5433950539446,71,632.5433950539446,bert,0.17570649862609572
734272c01926d19690e5ec308bab64ef97950b75b1c7582283e0783fce1751d8,9b61fd55aa093a2d172db1a68a60af5cf6cbfa7f5ea1fbc71846027a5954616d,1066245.263211012,4.898,640.3652110118419,74,640.3652110118419,googlenet,0.1778792252810672
734272c01926d19690e5ec308bab64ef97950b75b1c7582283e0783fce1751d8,9b61fd55aa093a2d172db1a68a60af5cf6cbfa7f5ea1fbc71846027a5954616d,1066245.08147192,4.588,640.4934719200246,74,640.4934719200246,googlenet,0.17791485331111795
