app,func,end_timestamp,duration,arrival_time,arrival_time_fix,trace_id,minute_bin
37a025445321ed431e18bd48a4770a00e4adce4bd3a7a3c43b3238f69a5b148b,ce872156aeace3e8141b278f60c55f3eb344bf25cc612eca0d400e3c38d3b753,331221.6127951145,6.087,15.525795114517678,331215.52430421446,23,5520
37a025445321ed431e18bd48a4770a00e4adce4bd3a7a3c43b3238f69a5b148b,ce872156aeace3e8141b278f60c55f3eb344bf25cc612eca0d400e3c38d3b753,331221.4742729664,5.706,15.7682729663793,331215.7667820663,23,5520
37a025445321ed431e18bd48a4770a00e4adce4bd3a7a3c43b3238f69a5b148b,ce872156aeace3e8141b278f60c55f3eb344bf25cc612eca0d400e3c38d3b753,331235.92354393005,14.242,21.681543930026237,331221.68005302997,23,5520
37a025445321ed431e18bd48a4770a00e4adce4bd3a7a3c43b3238f69a5b148b,ce872156aeace3e8141b278f60c55f3eb344bf25cc612eca0d400e3c38d3b753,331241.3649199009,5.372,35.99291990092024,331235.99142900086,23,5520
37a025445321ed431e18bd48a4770a00e4adce4bd3a7a3c43b3238f69a5b148b,ce872156aeace3e8141b278f60c55f3eb344bf25cc612eca0d400e3c38d3b753,331243.97381806374,7.86,36.11381806374993,331236.1123271637,23,5520
37a025445321ed431e18bd48a4770a00e4adce4bd3a7a3c43b3238f69a5b148b,ce872156aeace3e8141b278f60c55f3eb344bf25cc612eca0d400e3c38d3b753,331244.02543592453,2.581,41.44443592452444,331241.44294502446,23,5520
37a025445321ed431e18bd48a4770a00e4adce4bd3a7a3c43b3238f69a5b148b,ce872156aeace3e8141b278f60c55f3eb344bf25cc612eca0d400e3c38d3b753,331260.0706830025,16.036,44.03468300245004,331244.0331921024,23,5520
37a025445321ed431e18bd48a4770a00e4adce4bd3a7a3c43b3238f69a5b148b,ce872156aeace3e8141b278f60c55f3eb344bf25cc612eca0d400e3c38d3b753,331260.1223599911,16.054,44.06835999106988,331244.066869091,23,5520
37a025445321ed431e18bd48a4770a00e4adce4bd3a7a3c43b3238f69a5b148b,ce872156aeace3e8141b278f60c55f3eb344bf25cc612eca0d400e3c38d3b753,331264.1222579479,4.002,60.12025794794317,331260.1187670479,23,5521
37a025445321ed431e18bd48a4770a00e4adce4bd3a7a3c43b3238f69a5b148b,ce872156aeace3e8141b278f60c55f3eb344bf25cc612eca0d400e3c38d3b753,331264.13381910324,3.968,60.165819103247486,331260.1643282032,23,5521
37a025445321ed431e18bd48a4770a00e4adce4bd3a7a3c43b3238f69a5b148b,ce872156aeace3e8141b278f60c55f3eb344bf25cc612eca0d400e3c38d3b753,331267.1164391041,2.952,64.16443910408998,331264.16294820403,23,5521
37a025445321ed431e18bd48a4770a00e4adce4bd3a7a3c43b3238f69a5b148b,ce872156aeace3e8141b278f60c55f3eb344bf25cc612eca0d400e3c38d3b753,331267.68262791634,3.512,64.17062791634817,331264.1691370163,23,5521
37a025445321ed431e18bd48a4770a00e4adce4bd3a7a3c43b3238f69a5b148b,ce872156aeace3e8141b278f60c55f3eb344bf25cc612eca0d400e3c38d3b753,331291.32473802567,17.961,73.36373802565504,331273.3622471256,23,5521
